Date,Region,Sales
5/06/2018,east,1563
5/06/2018,west,1539
6/06/2018,north,1545
6/06/2018,south,1530
6/06/2018,east,1758
6/06/2018,west,1656
6/06/2018,north,1563
6/06/2018,south,1758
6/06/2018,east,1656
6/06/2018,west,1707
6/06/2018,north,1581
6/06/2018,south,1569
6/06/2018,east,1533
6/06/2018,west,1566
6/06/2018,north,1722
6/06/2018,south,1602
6/06/2018,east,1698
6/06/2018,west,1566
6/06/2018,north,1599
6/06/2018,south,1788
6/06/2018,east,1743
6/06/2018,west,1647
6/06/2018,north,1566
6/06/2018,south,1608
6/06/2018,east,1791
6/06/2018,west,1764
6/06/2018,north,1752
6/06/2018,south,1608
6/06/2018,east,1554
6/06/2018,west,1710
7/06/2018,north,1677
7/06/2018,south,1794
7/06/2018,east,1800
7/06/2018,west,1767
7/06/2018,north,1782
7/06/2018,south,1584
7/06/2018,east,1545
7/06/2018,west,1617
7/06/2018,north,1644
7/06/2018,south,1527
7/06/2018,east,1707
7/06/2018,west,1773
7/06/2018,north,1587
7/06/2018,south,1632
7/06/2018,east,1569
7/06/2018,west,1566
7/06/2018,north,1683
7/06/2018,south,1689
7/06/2018,east,1704
7/06/2018,west,1749
7/06/2018,north,1620
7/06/2018,south,1650
7/06/2018,east,1743
7/06/2018,west,1674
7/06/2018,north,1527
7/06/2018,south,1638
7/06/2018,east,1584
7/06/2018,west,1695
8/06/2018,north,1503
8/06/2018,south,1569
8/06/2018,east,1572
8/06/2018,west,1593
8/06/2018,north,1761
8/06/2018,south,1512
8/06/2018,east,1617
8/06/2018,west,1593
8/06/2018,north,1590
8/06/2018,south,1611
8/06/2018,east,1719
8/06/2018,west,1719
8/06/2018,north,1512
8/06/2018,south,1776
8/06/2018,east,1575
8/06/2018,west,1746
8/06/2018,north,1581
8/06/2018,south,1689
8/06/2018,east,1776
8/06/2018,west,1560
8/06/2018,north,1734
8/06/2018,south,1788
8/06/2018,east,1743
8/06/2018,west,1719
8/06/2018,north,1542
8/06/2018,south,1758
8/06/2018,east,1674
8/06/2018,west,1584
9/06/2018,north,1668
9/06/2018,south,1620
9/06/2018,east,1695
9/06/2018,west,1638
9/06/2018,north,1554
9/06/2018,south,1659
9/06/2018,east,1734
9/06/2018,west,1527
9/06/2018,north,1611
9/06/2018,south,1734
9/06/2018,east,1743
9/06/2018,west,1557
9/06/2018,north,1800
9/06/2018,south,1536
9/06/2018,east,1578
9/06/2018,west,1515
9/06/2018,north,1647
9/06/2018,south,1641
9/06/2018,east,1614
9/06/2018,west,1518
9/06/2018,north,1755
9/06/2018,south,1620
9/06/2018,east,1725
9/06/2018,west,1668
9/06/2018,north,1761
9/06/2018,south,1542
9/06/2018,east,1539
9/06/2018,west,1524
10/06/2018,north,1767
10/06/2018,south,1581
10/06/2018,east,1770
10/06/2018,west,1758
10/06/2018,north,1617
10/06/2018,south,1518
10/06/2018,east,1791
10/06/2018,west,1695
10/06/2018,north,1503
10/06/2018,south,1794
10/06/2018,east,1638
10/06/2018,west,1536
10/06/2018,north,1707
10/06/2018,south,1578
10/06/2018,east,1719
10/06/2018,west,1728
10/06/2018,north,1644
10/06/2018,south,1527
10/06/2018,east,1578
10/06/2018,west,1623
10/06/2018,north,1608
10/06/2018,south,1779
10/06/2018,east,1689
10/06/2018,west,1629
10/06/2018,north,1722
10/06/2018,south,1662
10/06/2018,east,1662
10/06/2018,west,1503
11/06/2018,north,1794
11/06/2018,south,1572
11/06/2018,east,1668
11/06/2018,west,1647
11/06/2018,north,1632
11/06/2018,south,1578
11/06/2018,east,1650
11/06/2018,west,1797
11/06/2018,north,1734
11/06/2018,south,1734
11/06/2018,east,1581
11/06/2018,west,1665
11/06/2018,north,1695
11/06/2018,south,1701
11/06/2018,east,1584
11/06/2018,west,1518
11/06/2018,north,1737
11/06/2018,south,1656
11/06/2018,east,1695
11/06/2018,west,1563
11/06/2018,north,1788
11/06/2018,south,1746
11/06/2018,east,1647
11/06/2018,west,1527
11/06/2018,north,1548
11/06/2018,south,1572
11/06/2018,east,1569
11/06/2018,west,1527
12/06/2018,north,1500
12/06/2018,south,1791
12/06/2018,east,1656
12/06/2018,west,1743
12/06/2018,north,1563
12/06/2018,south,1722
12/06/2018,east,1758
12/06/2018,west,1524
12/06/2018,north,1788
12/06/2018,south,1713
12/06/2018,east,1596
12/06/2018,west,1716
12/06/2018,north,1587
12/06/2018,south,1509
12/06/2018,east,1698
12/06/2018,west,1515
12/06/2018,north,1500
12/06/2018,south,1689
12/06/2018,east,1554
12/06/2018,west,1509
12/06/2018,north,1746
12/06/2018,south,1572
12/06/2018,east,1773
12/06/2018,west,1596
12/06/2018,north,1680
12/06/2018,south,1764
12/06/2018,east,1782
12/06/2018,west,1728
13/06/2018,north,1557
13/06/2018,south,1515
13/06/2018,east,1695
13/06/2018,west,1500
13/06/2018,north,1542
13/06/2018,south,1740
13/06/2018,east,1647
13/06/2018,west,1596
13/06/2018,north,1515
13/06/2018,south,1731
13/06/2018,east,1605
13/06/2018,west,1791
13/06/2018,north,1794
13/06/2018,south,1677
13/06/2018,east,1641
13/06/2018,west,1773
13/06/2018,north,1623
13/06/2018,south,1707
13/06/2018,east,1749
13/06/2018,west,1797
13/06/2018,north,1614
13/06/2018,south,1653
13/06/2018,east,1674
13/06/2018,west,1779
13/06/2018,north,1797
13/06/2018,south,1560
13/06/2018,east,1638
13/06/2018,west,1716
14/06/2018,north,1572
14/06/2018,south,1767
14/06/2018,east,1689
14/06/2018,west,1734
14/06/2018,north,1668
14/06/2018,south,1728
14/06/2018,east,1668
14/06/2018,west,1584
14/06/2018,north,1692
14/06/2018,south,1710
14/06/2018,east,1758
14/06/2018,west,1545
14/06/2018,north,1530
14/06/2018,south,1530
14/06/2018,east,1575
14/06/2018,west,1776
14/06/2018,north,1794
14/06/2018,south,1647
14/06/2018,east,1611
14/06/2018,west,1704
14/06/2018,north,1569
14/06/2018,south,1659
14/06/2018,east,1575
14/06/2018,west,1788
14/06/2018,north,1602
14/06/2018,south,1620
14/06/2018,east,1530
14/06/2018,west,1608
15/06/2018,north,1800
15/06/2018,south,1506
15/06/2018,east,1608
15/06/2018,west,1581
15/06/2018,north,1533
15/06/2018,south,1686
15/06/2018,east,1773
15/06/2018,west,1644
15/06/2018,north,1722
15/06/2018,south,1584
15/06/2018,east,1596
15/06/2018,west,1512
15/06/2018,north,1527
15/06/2018,south,1530
15/06/2018,east,1533
15/06/2018,west,1530
15/06/2018,north,1788
15/06/2018,south,1596
15/06/2018,east,1680
15/06/2018,west,1671
15/06/2018,north,1656
15/06/2018,south,1716
15/06/2018,east,1623
15/06/2018,west,1596
15/06/2018,north,1665
15/06/2018,south,1650
15/06/2018,east,1503
15/06/2018,west,1665
16/06/2018,north,1539
16/06/2018,south,1659
16/06/2018,east,1602
16/06/2018,west,1719
16/06/2018,north,1749
16/06/2018,south,1548
16/06/2018,east,1653
16/06/2018,west,1662
16/06/2018,north,1770
16/06/2018,south,1710
16/06/2018,east,1509
16/06/2018,west,1545
16/06/2018,north,1740
16/06/2018,south,1524
16/06/2018,east,1641
16/06/2018,west,1710
16/06/2018,north,1728
16/06/2018,south,1695
16/06/2018,east,1716
16/06/2018,west,1785
16/06/2018,north,1617
16/06/2018,south,1752
16/06/2018,east,1734
16/06/2018,west,1521
16/06/2018,north,1545
16/06/2018,south,1722
16/06/2018,east,1647
16/06/2018,west,1530
17/06/2018,north,1632
17/06/2018,south,1620
17/06/2018,east,1551
17/06/2018,west,1557
17/06/2018,north,1737
17/06/2018,south,1749
17/06/2018,east,1704
17/06/2018,west,1671
17/06/2018,north,1500
17/06/2018,south,1500
17/06/2018,east,1701
17/06/2018,west,1785
17/06/2018,north,1542
17/06/2018,south,1791
17/06/2018,east,1716
17/06/2018,west,1665
17/06/2018,north,1740
17/06/2018,south,1632
17/06/2018,east,1560
17/06/2018,west,1689
17/06/2018,north,1749
17/06/2018,south,1605
17/06/2018,east,1629
17/06/2018,west,1728
17/06/2018,north,1554
17/06/2018,south,1629
17/06/2018,east,1698
17/06/2018,west,1635
18/06/2018,north,1761
18/06/2018,south,1566
18/06/2018,east,1692
18/06/2018,west,1563
18/06/2018,north,1662
18/06/2018,south,1635
18/06/2018,east,1674
18/06/2018,west,1602
18/06/2018,north,1686
18/06/2018,south,1506
18/06/2018,east,1515
18/06/2018,west,1779
18/06/2018,north,1557
18/06/2018,south,1551
18/06/2018,east,1521
18/06/2018,west,1710
18/06/2018,north,1563
18/06/2018,south,1683
18/06/2018,east,1791
18/06/2018,west,1773
18/06/2018,north,1716
18/06/2018,south,1731
18/06/2018,east,1593
18/06/2018,west,1788
18/06/2018,north,1785
18/06/2018,south,1647
18/06/2018,east,1755
18/06/2018,west,1665
19/06/2018,north,1545
19/06/2018,south,1755
19/06/2018,east,1605
19/06/2018,west,1548
19/06/2018,north,1533
19/06/2018,south,1752
19/06/2018,east,1758
19/06/2018,west,1767
19/06/2018,north,1761
19/06/2018,south,1671
19/06/2018,east,1551
19/06/2018,west,1686
19/06/2018,north,1788
19/06/2018,south,1551
19/06/2018,east,1554
19/06/2018,west,1623
19/06/2018,north,1698
19/06/2018,south,1659
19/06/2018,east,1593
19/06/2018,west,1674
19/06/2018,north,1800
19/06/2018,south,1554
19/06/2018,east,1713
19/06/2018,west,1611
19/06/2018,north,1797
19/06/2018,south,1581
19/06/2018,east,1623
19/06/2018,west,1515
20/06/2018,north,1797
20/06/2018,south,1704
20/06/2018,east,1539
20/06/2018,west,1617
20/06/2018,north,1737
20/06/2018,south,1635
20/06/2018,east,1671
20/06/2018,west,1632
20/06/2018,north,1575
20/06/2018,south,1713
20/06/2018,east,1581
20/06/2018,west,1719
20/06/2018,north,1533
20/06/2018,south,1539
20/06/2018,east,1569
20/06/2018,west,1743
20/06/2018,north,1620
20/06/2018,south,1743
20/06/2018,east,1563
20/06/2018,west,1764
20/06/2018,north,1638
20/06/2018,south,1734
20/06/2018,east,1794
20/06/2018,west,1782
20/06/2018,north,1509
20/06/2018,south,1749
20/06/2018,east,1608
20/06/2018,west,1794
21/06/2018,north,1710
21/06/2018,south,1536
21/06/2018,east,1539
21/06/2018,west,1512
21/06/2018,north,1578
21/06/2018,south,1575
21/06/2018,east,1551
21/06/2018,west,1650
21/06/2018,north,1662
21/06/2018,south,1767
21/06/2018,east,1596
21/06/2018,west,1710
21/06/2018,north,1764
21/06/2018,south,1722
21/06/2018,east,1611
21/06/2018,west,1656
21/06/2018,north,1602
21/06/2018,south,1686
21/06/2018,east,1599
21/06/2018,west,1800
21/06/2018,north,1503
21/06/2018,south,1554
21/06/2018,east,1554
21/06/2018,west,1575
21/06/2018,north,1647
21/06/2018,south,1776
21/06/2018,east,1788
21/06/2018,west,1791
22/06/2018,north,1542
22/06/2018,south,1782
22/06/2018,east,1620
22/06/2018,west,1641
22/06/2018,north,1590
22/06/2018,south,1734
22/06/2018,east,1710
22/06/2018,west,1641
22/06/2018,north,1611
22/06/2018,south,1581
22/06/2018,east,1596
22/06/2018,west,1539
22/06/2018,north,1764
22/06/2018,south,1584
22/06/2018,east,1701
22/06/2018,west,1518
22/06/2018,north,1692
22/06/2018,south,1743
22/06/2018,east,1737
22/06/2018,west,1590
22/06/2018,north,1623
22/06/2018,south,1521
22/06/2018,east,1590
22/06/2018,west,1677
22/06/2018,north,1776
22/06/2018,south,1629
22/06/2018,east,1776
22/06/2018,west,1728
23/06/2018,north,1776
23/06/2018,south,1629
23/06/2018,east,1539
23/06/2018,west,1563
23/06/2018,north,1506
23/06/2018,south,1698
23/06/2018,east,1734
23/06/2018,west,1557
23/06/2018,north,1527
23/06/2018,south,1761
23/06/2018,east,1560
23/06/2018,west,1650
23/06/2018,north,1533
23/06/2018,south,1602
23/06/2018,east,1743
23/06/2018,west,1617
23/06/2018,north,1536
23/06/2018,south,1773
23/06/2018,east,1521
23/06/2018,west,1542
23/06/2018,north,1737
23/06/2018,south,1509
23/06/2018,east,1626
23/06/2018,west,1584
23/06/2018,north,1671
23/06/2018,south,1680
23/06/2018,east,1599
23/06/2018,west,1776
24/06/2018,north,1674
24/06/2018,south,1728
24/06/2018,east,1551
24/06/2018,west,1641
24/06/2018,north,1614
24/06/2018,south,1773
24/06/2018,east,1509
24/06/2018,west,1740
24/06/2018,north,1614
24/06/2018,south,1599
24/06/2018,east,1785
24/06/2018,west,1506
24/06/2018,north,1689
24/06/2018,south,1659
24/06/2018,east,1785
24/06/2018,west,1701
24/06/2018,north,1515
24/06/2018,south,1545
24/06/2018,east,1599
24/06/2018,west,1512
24/06/2018,north,1524
24/06/2018,south,1779
24/06/2018,east,1500
24/06/2018,west,1755
24/06/2018,north,1773
24/06/2018,south,1743
24/06/2018,east,1662
24/06/2018,west,1596
25/06/2018,north,1788
25/06/2018,south,1503
25/06/2018,east,1779
25/06/2018,west,1563
25/06/2018,north,1554
25/06/2018,south,1734
25/06/2018,east,1629
25/06/2018,west,1608
25/06/2018,north,1794
25/06/2018,south,1674
25/06/2018,east,1662
25/06/2018,west,1788
25/06/2018,north,1536
25/06/2018,south,1521
25/06/2018,east,1656
25/06/2018,west,1551
25/06/2018,north,1593
25/06/2018,south,1590
25/06/2018,east,1671
25/06/2018,west,1707
25/06/2018,north,1569
25/06/2018,south,1773
25/06/2018,east,1674
25/06/2018,west,1536
25/06/2018,north,1677
25/06/2018,south,1605
25/06/2018,east,1653
25/06/2018,west,1749
26/06/2018,north,1578
26/06/2018,south,1638
26/06/2018,east,1515
26/06/2018,west,1683
26/06/2018,north,1680
26/06/2018,south,1755
26/06/2018,east,1584
26/06/2018,west,1590
26/06/2018,north,1518
26/06/2018,south,1701
26/06/2018,east,1716
26/06/2018,west,1563
26/06/2018,north,1638
26/06/2018,south,1689
26/06/2018,east,1515
26/06/2018,west,1632
26/06/2018,north,1509
26/06/2018,south,1791
26/06/2018,east,1509
26/06/2018,west,1776
26/06/2018,north,1524
26/06/2018,south,1716
26/06/2018,east,1578
26/06/2018,west,1713
26/06/2018,north,1656
26/06/2018,south,1725
26/06/2018,east,1554
26/06/2018,west,1524
27/06/2018,north,1569
27/06/2018,south,1758
27/06/2018,east,1758
27/06/2018,west,1614
27/06/2018,north,1740
27/06/2018,south,1521
27/06/2018,east,1722
27/06/2018,west,1605
27/06/2018,north,1749
27/06/2018,south,1638
27/06/2018,east,1710
27/06/2018,west,1668
27/06/2018,north,1635
27/06/2018,south,1533
27/06/2018,east,1635
27/06/2018,west,1575
27/06/2018,north,1737
27/06/2018,south,1593
27/06/2018,east,1707
27/06/2018,west,1536
27/06/2018,north,1689
27/06/2018,south,1680
27/06/2018,east,1605
27/06/2018,west,1617
27/06/2018,north,1746
27/06/2018,south,1518
27/06/2018,east,1656
27/06/2018,west,1542
28/06/2018,north,1581
28/06/2018,south,1716
28/06/2018,east,1683
28/06/2018,west,1518
28/06/2018,north,1746
28/06/2018,south,1587
28/06/2018,east,1644
28/06/2018,west,1731
28/06/2018,north,1770
28/06/2018,south,1692
28/06/2018,east,1557
28/06/2018,west,1524
28/06/2018,north,1773
28/06/2018,south,1689
28/06/2018,east,1776
28/06/2018,west,1686
28/06/2018,north,1581
28/06/2018,south,1758
28/06/2018,east,1755
28/06/2018,west,1668
28/06/2018,north,1665
28/06/2018,south,1551
28/06/2018,east,1770
28/06/2018,west,1593
28/06/2018,north,1734
28/06/2018,south,1500
28/06/2018,east,1740
28/06/2018,west,1686
29/06/2018,north,1551
29/06/2018,south,1752
29/06/2018,east,1746
29/06/2018,west,1581
29/06/2018,north,1773
29/06/2018,south,1788
29/06/2018,east,1545
29/06/2018,west,1506
29/06/2018,north,1644
29/06/2018,south,1605
29/06/2018,east,1686
29/06/2018,west,1539
29/06/2018,north,1725
29/06/2018,south,1599
29/06/2018,east,1659
29/06/2018,west,1575
29/06/2018,north,1653
29/06/2018,south,1641
29/06/2018,east,1587
29/06/2018,west,1758
29/06/2018,north,1785
29/06/2018,south,1695
29/06/2018,east,1581
29/06/2018,west,1734
29/06/2018,north,1788
29/06/2018,south,1593
29/06/2018,east,1593
29/06/2018,west,1512
30/06/2018,north,1638
30/06/2018,south,1734
30/06/2018,east,1695
30/06/2018,west,1638
30/06/2018,north,1695
30/06/2018,south,1533
30/06/2018,east,1731
30/06/2018,west,1689
30/06/2018,north,1713
30/06/2018,south,1596
30/06/2018,east,1686
30/06/2018,west,1515
30/06/2018,north,1581
30/06/2018,south,1521
30/06/2018,east,1677
30/06/2018,west,1635
30/06/2018,north,1749
30/06/2018,south,1542
30/06/2018,east,1602
30/06/2018,west,1557
30/06/2018,north,1686
30/06/2018,south,1638
30/06/2018,east,1794
30/06/2018,west,1659
30/06/2018,north,1773
30/06/2018,south,1671
30/06/2018,east,1626
30/06/2018,west,1725
1/07/2018,north,1686
1/07/2018,south,1521
1/07/2018,east,1734
1/07/2018,west,1530
1/07/2018,north,1698
1/07/2018,south,1770
1/07/2018,east,1752
1/07/2018,west,1662
1/07/2018,north,1566
1/07/2018,south,1590
1/07/2018,east,1635
1/07/2018,west,1698
1/07/2018,north,1683
1/07/2018,south,1653
1/07/2018,east,1527
1/07/2018,west,1524
1/07/2018,north,1593
1/07/2018,south,1656
1/07/2018,east,1623
1/07/2018,west,1638
1/07/2018,north,1596
1/07/2018,south,1575
1/07/2018,east,1656
1/07/2018,west,1725
1/07/2018,north,1767
1/07/2018,south,1650
1/07/2018,east,1641
1/07/2018,west,1632
2/07/2018,north,1602
2/07/2018,south,1632
2/07/2018,east,1743
2/07/2018,west,1617
2/07/2018,north,1725
2/07/2018,south,1761
2/07/2018,east,1791
2/07/2018,west,1620
2/07/2018,north,1770
2/07/2018,south,1791
2/07/2018,east,1665
2/07/2018,west,1743
2/07/2018,north,1632
2/07/2018,south,1587
2/07/2018,east,1680
2/07/2018,west,1656
2/07/2018,north,1746
2/07/2018,south,1599
2/07/2018,east,1719
2/07/2018,west,1794
2/07/2018,north,1758
2/07/2018,south,1557
2/07/2018,east,1647
2/07/2018,west,1740
2/07/2018,north,1635
2/07/2018,south,1584
2/07/2018,east,1614
2/07/2018,west,1749
3/07/2018,north,1587
3/07/2018,south,1719
3/07/2018,east,1620
3/07/2018,west,1656
3/07/2018,north,1554
3/07/2018,south,1755
3/07/2018,east,1737
3/07/2018,west,1548
3/07/2018,north,1572
3/07/2018,south,1560
3/07/2018,east,1746
3/07/2018,west,1788
3/07/2018,north,1638
3/07/2018,south,1626
3/07/2018,east,1518
3/07/2018,west,1773
3/07/2018,north,1707
3/07/2018,south,1614
3/07/2018,east,1722
3/07/2018,west,1524
3/07/2018,north,1560
3/07/2018,south,1617
3/07/2018,east,1566
3/07/2018,west,1515
3/07/2018,north,1509
3/07/2018,south,1545
3/07/2018,east,1596
3/07/2018,west,1671
4/07/2018,north,1686
4/07/2018,south,1785
4/07/2018,east,1800
4/07/2018,west,1590
4/07/2018,north,1788
4/07/2018,south,1788
4/07/2018,east,1584
4/07/2018,west,1665
4/07/2018,north,1620
4/07/2018,south,1725
4/07/2018,east,1569
4/07/2018,west,1533
4/07/2018,north,1503
4/07/2018,south,1713
4/07/2018,east,1650
4/07/2018,west,1776
4/07/2018,north,1629
4/07/2018,south,1662
4/07/2018,east,1623
4/07/2018,west,1590
4/07/2018,north,1650
4/07/2018,south,1647
4/07/2018,east,1683
4/07/2018,west,1530
4/07/2018,north,1746
4/07/2018,south,1551
4/07/2018,east,1548
4/07/2018,west,1767
5/07/2018,north,1785
5/07/2018,south,1734
5/07/2018,east,1578
5/07/2018,west,1596
5/07/2018,north,1779
5/07/2018,south,1770
5/07/2018,east,1581
5/07/2018,west,1614
5/07/2018,north,1506
5/07/2018,south,1533
5/07/2018,east,1677
5/07/2018,west,1737
5/07/2018,north,1635
5/07/2018,south,1800
5/07/2018,east,1794
5/07/2018,west,1653
5/07/2018,north,1719
5/07/2018,south,1674
5/07/2018,east,1575
5/07/2018,west,1650
5/07/2018,north,1707
5/07/2018,south,1692
5/07/2018,east,1614
5/07/2018,west,1563
5/07/2018,north,1575
5/07/2018,south,1506
5/07/2018,east,1599
5/07/2018,west,1686
6/07/2018,north,1518
6/07/2018,south,1677
6/07/2018,east,1722
6/07/2018,west,1566
6/07/2018,north,1677
6/07/2018,south,1542
6/07/2018,east,1785
6/07/2018,west,1671
6/07/2018,north,1725
6/07/2018,south,1506
6/07/2018,east,1563
6/07/2018,west,1668
6/07/2018,north,1782
6/07/2018,south,1557
6/07/2018,east,1797
6/07/2018,west,1563
6/07/2018,north,1554
6/07/2018,south,1650
6/07/2018,east,1698
6/07/2018,west,1737
6/07/2018,north,1770
6/07/2018,south,1734
6/07/2018,east,1770
6/07/2018,west,1524
6/07/2018,north,1725
6/07/2018,south,1536
6/07/2018,east,1758
6/07/2018,west,1683
7/07/2018,north,1518
7/07/2018,south,1677
7/07/2018,east,1614
7/07/2018,west,1767
7/07/2018,north,1524
7/07/2018,south,1530
7/07/2018,east,1584
7/07/2018,west,1791
7/07/2018,north,1740
7/07/2018,south,1698
7/07/2018,east,1770
7/07/2018,west,1650
7/07/2018,north,1536
7/07/2018,south,1542
7/07/2018,east,1671
7/07/2018,west,1752
7/07/2018,north,1794
7/07/2018,south,1620
7/07/2018,east,1584
7/07/2018,west,1503
7/07/2018,north,1758
7/07/2018,south,1578
7/07/2018,east,1677
7/07/2018,west,1722
7/07/2018,north,1590
7/07/2018,south,1785
7/07/2018,east,1731
7/07/2018,west,1686
8/07/2018,north,1536
8/07/2018,south,1578
8/07/2018,east,1683
8/07/2018,west,1608
8/07/2018,north,1743
8/07/2018,south,1743
8/07/2018,east,1638
8/07/2018,west,1788
8/07/2018,north,1716
8/07/2018,south,1602
8/07/2018,east,1596
8/07/2018,west,1797
8/07/2018,north,1662
8/07/2018,south,1668
8/07/2018,east,1662
8/07/2018,west,1521
8/07/2018,north,1563
8/07/2018,south,1647
8/07/2018,east,1743
8/07/2018,west,1653
8/07/2018,north,1731
8/07/2018,south,1608
8/07/2018,east,1512
8/07/2018,west,1545
8/07/2018,north,1740
8/07/2018,south,1611
8/07/2018,east,1536
8/07/2018,west,1626
9/07/2018,north,1614
9/07/2018,south,1572
9/07/2018,east,1539
9/07/2018,west,1605
9/07/2018,north,1545
9/07/2018,south,1542
9/07/2018,east,1779
9/07/2018,west,1680
9/07/2018,north,1701
9/07/2018,south,1677
9/07/2018,east,1614
9/07/2018,west,1590
9/07/2018,north,2025
9/07/2018,south,2195
9/07/2018,east,2180
9/07/2018,west,2395
9/07/2018,north,2110
9/07/2018,south,2145
9/07/2018,east,2340
9/07/2018,west,2390
9/07/2018,north,2475
9/07/2018,south,2320
9/07/2018,east,2105
9/07/2018,west,2090
9/07/2018,north,2050
9/07/2018,south,2410
9/07/2018,east,2125
9/07/2018,west,2325
10/07/2018,north,2335
10/07/2018,south,2105
10/07/2018,east,2340
10/07/2018,west,2420
10/07/2018,north,2415
10/07/2018,south,2495
10/07/2018,east,2070
10/07/2018,west,2405
10/07/2018,north,2090
10/07/2018,south,2145
10/07/2018,east,2245
10/07/2018,west,2330
10/07/2018,north,2460
10/07/2018,south,2230
10/07/2018,east,2010
10/07/2018,west,2380
10/07/2018,north,2025
10/07/2018,south,2085
10/07/2018,east,2420
10/07/2018,west,2175
10/07/2018,north,2015
10/07/2018,south,2445
10/07/2018,east,2255
10/07/2018,west,2085
10/07/2018,north,2210
10/07/2018,south,2145
10/07/2018,east,2200
10/07/2018,west,2160
11/07/2018,north,2050
11/07/2018,south,2280
11/07/2018,east,2165
11/07/2018,west,2345
11/07/2018,north,2000
11/07/2018,south,2010
11/07/2018,east,2060
11/07/2018,west,2020
11/07/2018,north,2140
11/07/2018,south,2310
11/07/2018,east,2285
11/07/2018,west,2005
11/07/2018,north,2295
11/07/2018,south,2195
11/07/2018,east,2465
11/07/2018,west,2095
11/07/2018,north,2400
11/07/2018,south,2290
11/07/2018,east,2370
11/07/2018,west,2165
11/07/2018,north,2430
11/07/2018,south,2260
11/07/2018,east,2215
11/07/2018,west,2145
11/07/2018,north,2350
11/07/2018,south,2180
11/07/2018,east,2290
11/07/2018,west,2115
12/07/2018,north,2315
12/07/2018,south,2100
12/07/2018,east,2430
12/07/2018,west,2215
12/07/2018,north,2000
12/07/2018,south,2355
12/07/2018,east,2110
12/07/2018,west,2240
12/07/2018,north,2380
12/07/2018,south,2305
12/07/2018,east,2300
12/07/2018,west,2120
12/07/2018,north,2185
12/07/2018,south,2295
12/07/2018,east,2215
12/07/2018,west,2050
12/07/2018,north,2225
12/07/2018,south,2405
12/07/2018,east,2095
12/07/2018,west,2200
12/07/2018,north,2070
12/07/2018,south,2065
12/07/2018,east,2080
12/07/2018,west,2010
12/07/2018,north,2395
12/07/2018,south,2345
12/07/2018,east,2085
12/07/2018,west,2250
13/07/2018,north,2045
13/07/2018,south,2345
13/07/2018,east,2455
13/07/2018,west,2260
13/07/2018,north,2130
13/07/2018,south,2035
13/07/2018,east,2045
13/07/2018,west,2145
13/07/2018,north,2320
13/07/2018,south,2350
13/07/2018,east,2085
13/07/2018,west,2160
13/07/2018,north,2375
13/07/2018,south,2230
13/07/2018,east,2230
13/07/2018,west,2130
13/07/2018,north,2425
13/07/2018,south,2465
13/07/2018,east,2105
13/07/2018,west,2485
13/07/2018,north,2340
13/07/2018,south,2240
13/07/2018,east,2285
13/07/2018,west,2375
13/07/2018,north,2110
13/07/2018,south,2325
13/07/2018,east,2265
13/07/2018,west,2175
14/07/2018,north,2295
14/07/2018,south,2250
14/07/2018,east,2180
14/07/2018,west,2465
14/07/2018,north,2380
14/07/2018,south,2130
14/07/2018,east,2350
14/07/2018,west,2470
14/07/2018,north,2005
14/07/2018,south,2125
14/07/2018,east,2480
14/07/2018,west,2240
14/07/2018,north,2125
14/07/2018,south,2425
14/07/2018,east,2050
14/07/2018,west,2045
14/07/2018,north,2260
14/07/2018,south,2105
14/07/2018,east,2420
14/07/2018,west,2400
14/07/2018,north,2345
14/07/2018,south,2040
14/07/2018,east,2170
14/07/2018,west,2445
14/07/2018,north,2145
14/07/2018,south,2050
14/07/2018,east,2200
14/07/2018,west,2140
15/07/2018,north,2490
15/07/2018,south,2370
15/07/2018,east,2055
15/07/2018,west,2380
15/07/2018,north,2330
15/07/2018,south,2420
15/07/2018,east,2235
15/07/2018,west,2045
15/07/2018,north,2205
15/07/2018,south,2065
15/07/2018,east,2300
15/07/2018,west,2035
15/07/2018,north,2455
15/07/2018,south,2350
15/07/2018,east,2270
15/07/2018,west,2315
15/07/2018,north,2000
15/07/2018,south,2305
15/07/2018,east,2150
15/07/2018,west,2305
15/07/2018,north,2145
15/07/2018,south,2155
15/07/2018,east,2290
15/07/2018,west,2155
15/07/2018,north,2360
15/07/2018,south,2430
15/07/2018,east,2185
15/07/2018,west,2245
16/07/2018,north,2370
16/07/2018,south,2300
16/07/2018,east,2215
16/07/2018,west,2225
16/07/2018,north,2405
16/07/2018,south,2000
16/07/2018,east,2025
16/07/2018,west,2380
16/07/2018,north,2390
16/07/2018,south,2335
16/07/2018,east,2205
16/07/2018,west,2035
16/07/2018,north,2080
16/07/2018,south,2340
16/07/2018,east,2045
16/07/2018,west,2005
16/07/2018,north,2075
16/07/2018,south,2190
16/07/2018,east,2305
16/07/2018,west,2190
16/07/2018,north,2220
16/07/2018,south,2025
16/07/2018,east,2350
16/07/2018,west,2425
16/07/2018,north,2170
16/07/2018,south,2095
16/07/2018,east,2475
16/07/2018,west,2395
17/07/2018,north,2380
17/07/2018,south,2000
17/07/2018,east,2180
17/07/2018,west,2365
17/07/2018,north,2380
17/07/2018,south,2320
17/07/2018,east,2005
17/07/2018,west,2270
17/07/2018,north,2005
17/07/2018,south,2410
17/07/2018,east,2065
17/07/2018,west,2170
17/07/2018,north,2175
17/07/2018,south,2310
17/07/2018,east,2490
